District,Municipality,Ward,Partner Organization,Funding Organisation,Sector,Activity Type,Activity Status,Unit (Indicator),Planned#,Reached#,GaNaPa_Code,GaPaN_Ward_Code,District_code
Dhading,Benighat Rorang,6,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30001,30001-6,30
Dhading,Gangajamuna,2,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30005,30005-2,30
Dhading,Gangajamuna,2,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30005,30005-2,30
Dhading,Gangajamuna,2,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30005,30005-2,30
Dhading,Gangajamuna,1,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30005,30005-1,30
Dhading,Gangajamuna,1,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30005,30005-1,30
Dhading,Gangajamuna,2,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30005,30005-2,30
Dhading,Gangajamuna,1,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30005,30005-1,30
Dhading,Gangajamuna,2,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30005,30005-2,30
Dhading,Gangajamuna,1,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30005,30005-1,30
Dhading,Khaniyabash,1,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30007,30007-1,30
Dhading,Khaniyabash,1,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30007,30007-1,30
Dhading,Khaniyabash,2,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30007,30007-2,30
Dhading,Khaniyabash,2,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30007,30007-2,30
Dhading,Khaniyabash,2,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30007,30007-2,30
Dhading,Khaniyabash,2,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30007,30007-2,30
Dhading,Khaniyabash,2,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30007,30007-2,30
Dhading,Khaniyabash,2,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30007,30007-2,30
Dhading,Khaniyabash,2,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30007,30007-2,30
Dhading,Gangajamuna,3,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30005,30005-3,30
Dhading,Gangajamuna,3,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30005,30005-3,30
Dhading,Gangajamuna,3,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30005,30005-3,30
Dhading,Gangajamuna,3,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30005,30005-3,30
Dhading,Gangajamuna,3,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30005,30005-3,30
Dhading,Gangajamuna,4,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30005,30005-4,30
Dhading,Gangajamuna,4,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30005,30005-4,30
Dhading,Gangajamuna,4,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30005,30005-4,30
Dhading,Gangajamuna,4,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30005,30005-4,30
Dhading,Khaniyabash,4,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30007,30007-4,30
Dhading,Khaniyabash,3,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30007,30007-3,30
Dhading,Khaniyabash,3,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30007,30007-3,30
Dhading,Khaniyabash,3,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30007,30007-3,30
Dhading,Khaniyabash,3,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30007,30007-3,30
Dhading,Khaniyabash,3,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30007,30007-3,30
Dhading,Khaniyabash,4,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30007,30007-4,30
Dhading,Khaniyabash,4,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30007,30007-4,30
Dhading,Khaniyabash,4,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30007,30007-4,30
Dhading,Khaniyabash,5,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30007,30007-5,30
Dhading,Khaniyabash,5,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30007,30007-5,30
Dhading,Khaniyabash,5,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30007,30007-5,30
Dhading,Khaniyabash,5,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30007,30007-5,30
Dhading,Khaniyabash,5,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30007,30007-5,30
Dhading,Khaniyabash,5,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30007,30007-5,30
Dhading,Khaniyabash,5,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30007,30007-5,30
Dhading,Khaniyabash,5,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30007,30007-5,30
Dhading,Khaniyabash,5,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30007,30007-5,30
Dhading,Jwalamukhi,3,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30006,30006-3,30
Dhading,Jwalamukhi,3,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30006,30006-3,30
Dhading,Jwalamukhi,3,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30006,30006-3,30
Dhading,Jwalamukhi,2,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30006,30006-2,30
Dhading,Jwalamukhi,2,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30006,30006-2,30
Dhading,Jwalamukhi,2,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30006,30006-2,30
Dhading,Jwalamukhi,2,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30006,30006-2,30
Dhading,Jwalamukhi,1,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30006,30006-1,30
Dhading,Jwalamukhi,1,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30006,30006-1,30
Dhading,Benighat Rorang,10,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30001,30001-10,30
Dhading,Benighat Rorang,10,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30001,30001-10,30
Dhading,Benighat Rorang,10,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30001,30001-10,30
Dhading,Benighat Rorang,10,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30001,30001-10,30
Dhading,Benighat Rorang,10,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30001,30001-10,30
Dhading,Benighat Rorang,9,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30001,30001-9,30
Dhading,Benighat Rorang,9,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30001,30001-9,30
Dhading,Benighat Rorang,9,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30001,30001-9,30
Dhading,Benighat Rorang,9,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30001,30001-9,30
Dhading,Gajuri,1,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30003,30003-1,30
Dhading,Gajuri,2,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30003,30003-2,30
Dhading,Gajuri,1,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30003,30003-1,30
Dhading,Gajuri,2,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30003,30003-2,30
Dhading,Gajuri,3,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30003,30003-3,30
Dhading,Gajuri,3,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30003,30003-3,30
Dhading,Gajuri,3,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30003,30003-3,30
Dhading,Gajuri,2,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30003,30003-2,30
Dhading,Gajuri,3,AATWIN,UNICEF,Social Protection,Awareness - Programmes on Human Trafficking,,individuals,,,30003,30003-3,30
Dhading,Tripura Sundari,6,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30013,30013-6,30
Dhading,Tripura Sundari,6,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30013,30013-6,30
Dhading,Tripura Sundari,6,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30013,30013-6,30
Dhading,Tripura Sundari,6,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30013,30013-6,30
Dhading,Tripura Sundari,6,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30013,30013-6,30
Dhading,Tripura Sundari,6,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30013,30013-6,30
Dhading,Tripura Sundari,6,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30013,30013-6,30
Dhading,Tripura Sundari,5,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30013,30013-5,30
Dhading,Tripura Sundari,5,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30013,30013-5,30
Dhading,Gangajamuna,6,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30005,30005-6,30
Dhading,Gangajamuna,6,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30005,30005-6,30
Dhading,Gangajamuna,6,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30005,30005-6,30
Dhading,Gangajamuna,6,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30005,30005-6,30
Dhading,Gangajamuna,6,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30005,30005-6,30
Dhading,Gangajamuna,6,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30005,30005-6,30
Dhading,Gangajamuna,6,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30005,30005-6,30
Dhading,Gangajamuna,6,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30005,30005-6,30
Dhading,Gangajamuna,6,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30005,30005-6,30
Dhading,Gangajamuna,7,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30005,30005-7,30
Dhading,Gangajamuna,7,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30005,30005-7,30
Dhading,Gangajamuna,7,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30005,30005-7,30
Dhading,Gangajamuna,7,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30005,30005-7,30
Dhading,Gangajamuna,7,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30005,30005-7,30
Dhading,Gangajamuna,7,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30005,30005-7,30
Dhading,Gangajamuna,7,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30005,30005-7,30
Dhading,Gangajamuna,7,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30005,30005-7,30
Dhading,Gangajamuna,7,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30005,30005-7,30
Dhading,Khaniyabash,4,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30007,30007-4,30
Dhading,Khaniyabash,3,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30007,30007-3,30
Dhading,Khaniyabash,3,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30007,30007-3,30
Dhading,Khaniyabash,3,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30007,30007-3,30
Dhading,Khaniyabash,3,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30007,30007-3,30
Dhading,Khaniyabash,3,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30007,30007-3,30
Dhading,Khaniyabash,4,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30007,30007-4,30
Dhading,Khaniyabash,4,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30007,30007-4,30
Dhading,Khaniyabash,4,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30007,30007-4,30
Dhading,Nilakantha,14,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30009,30009-14,30
Dhading,Nilakantha,14,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30009,30009-14,30
Dhading,Nilakantha,14,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30009,30009-14,30
Dhading,Nilakantha,14,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30009,30009-14,30
Dhading,Nilakantha,14,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30009,30009-14,30
Dhading,Nilakantha,14,AMDA-M,AMDA-M,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,individuals,5,,30009,30009-14,30
