District,Municipality,Ward,Partner Organization,Implementing Partner,Funding Organisation,Sector,Activity Type,Name of the Infrastructure,Activity Detail,Curriculum (for Trainings),Activity Status,Unit (Indicator),Planned#,Reached#,GaNaPa_Code,GaPaN_Ward_Code
Sindhupalchok,Barhabise Nagarpalika,4,JICA,,JICA,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,"Masons (7 days DUDBC, rural or urban)",3 lot mason traiing in same wards for dfferent people,,Completed,individuals,5,5,23002,23002-4
Sindhupalchok,Barhabise Nagarpalika,3,JICA,,JICA,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,"Masons (7 days DUDBC, rural or urban)",,,Completed,individuals,3,3,23002,23002-3
Sindhupalchok,Barhabise Nagarpalika,2,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23002,23002-2
Sindhupalchok,Barhabise Nagarpalika,4,JICA,,JICA,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Continuous,,,Ongoing,households,1000,864,23002,23002-4
Sindhupalchok,Barhabise Nagarpalika,6,JICA,,JICA,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Continuous,,,Completed,households,500,545,23002,23002-6
Sindhupalchok,Barhabise Nagarpalika,2,JICA,ERTECH,JICA,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Continuous,,,Ongoing,households,500,436,23002,23002-2
Sindhupalchok,Barhabise Nagarpalika,8,JICA,ERTECH,JICA,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Continuous,,,Completed,households,500,570,23002,23002-8
Sindhupalchok,Barhabise Nagarpalika,9,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Continuous,,,Completed,households,500,614,23002,23002-9
Sindhupalchok,Barhabise Nagarpalika,6,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,4-5 sessions,,,Planned,households,160,0,23002,23002-6
Sindhupalchok,Barhabise Nagarpalika,2,JICA,ERTECH,JICA,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,4-5 sessions,,,Planned,households,160,0,23002,23002-2
Sindhupalchok,Barhabise Nagarpalika,8,JICA,ERTECH,JICA,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,4-5 sessions,,,Planned,households,160,0,23002,23002-8
Sindhupalchok,Barhabise Nagarpalika,9,JICA,ERTECH,JICA,Rural Housing and Community Infrastructure,Orientation - Household reconstruction orientation,4-5 sessions,,,Planned,households,160,0,23002,23002-9
Sindhupalchok,Barhabise Nagarpalika,3,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,79,79,23002,23002-3
Sindhupalchok,Barhabise Nagarpalika,4,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,71,71,23002,23002-4
Sindhupalchok,Barhabise Nagarpalika,3,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,70,70,23002,23002-3
Sindhupalchok,Barhabise Nagarpalika,4,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,66,66,23002,23002-4
Sindhupalchok,Barhabise Nagarpalika,2,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,63,63,23002,23002-2
Sindhupalchok,Barhabise Nagarpalika,4,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,61,61,23002,23002-4
Sindhupalchok,Barhabise Nagarpalika,2,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,61,61,23002,23002-2
Sindhupalchok,Barhabise Nagarpalika,9,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,60,60,23002,23002-9
Sindhupalchok,Barhabise Nagarpalika,9,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,60,60,23002,23002-9
Sindhupalchok,Barhabise Nagarpalika,2,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,54,54,23002,23002-2
Sindhupalchok,Barhabise Nagarpalika,2,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,53,53,23002,23002-2
Sindhupalchok,Barhabise Nagarpalika,4,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,52,52,23002,23002-4
Sindhupalchok,Barhabise Nagarpalika,3,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,50,50,23002,23002-3
Sindhupalchok,Barhabise Nagarpalika,5,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,50,50,23002,23002-5
Sindhupalchok,Barhabise Nagarpalika,2,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,50,50,23002,23002-2
Sindhupalchok,Barhabise Nagarpalika,9,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,50,50,23002,23002-9
Sindhupalchok,Barhabise Nagarpalika,3,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,48,48,23002,23002-3
Sindhupalchok,Barhabise Nagarpalika,2,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,45,45,23002,23002-2
Sindhupalchok,Barhabise Nagarpalika,9,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,45,45,23002,23002-9
Sindhupalchok,Barhabise Nagarpalika,9,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,45,45,23002,23002-9
Sindhupalchok,Barhabise Nagarpalika,6,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,42,42,23002,23002-6
Sindhupalchok,Barhabise Nagarpalika,2,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,41,41,23002,23002-2
Sindhupalchok,Barhabise Nagarpalika,5,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,40,40,23002,23002-5
Sindhupalchok,Barhabise Nagarpalika,5,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,40,40,23002,23002-5
Sindhupalchok,Barhabise Nagarpalika,6,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,40,40,23002,23002-6
Sindhupalchok,Barhabise Nagarpalika,6,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,40,40,23002,23002-6
Sindhupalchok,Barhabise Nagarpalika,9,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,40,40,23002,23002-9
Sindhupalchok,Barhabise Nagarpalika,9,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,40,40,23002,23002-9
Sindhupalchok,Barhabise Nagarpalika,2,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,36,36,23002,23002-2
Sindhupalchok,Barhabise Nagarpalika,4,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,35,35,23002,23002-4
Sindhupalchok,Barhabise Nagarpalika,5,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,35,35,23002,23002-5
Sindhupalchok,Barhabise Nagarpalika,9,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,35,35,23002,23002-9
Sindhupalchok,Barhabise Nagarpalika,9,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,35,35,23002,23002-9
Sindhupalchok,Barhabise Nagarpalika,2,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,34,34,23002,23002-2
Sindhupalchok,Barhabise Nagarpalika,6,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,33,33,23002,23002-6
Sindhupalchok,Barhabise Nagarpalika,5,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,30,30,23002,23002-5
Sindhupalchok,Barhabise Nagarpalika,4,JICA,,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),6 days Mobile mason training,,Completed,individuals,15,15,23002,23002-4
Sindhupalchok,Barhabise Nagarpalika,2,JICA,,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),6 days Mobile mason training,,Completed,individuals,15,11,23002,23002-2
Sindhupalchok,Barhabise Nagarpalika,3,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,14,14,23002,23002-3
Sindhupalchok,Barhabise Nagarpalika,6,JICA,,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),6 days Mobile mason training,,Completed,individuals,11,11,23002,23002-6
Sindhupalchok,Barhabise Nagarpalika,8,JICA,,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),6 days Mobile mason training,,Completed,individuals,10,10,23002,23002-8
Sindhupalchok,Barhabise Nagarpalika,4,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,8,8,23002,23002-4
Sindhupalchok,Barhabise Nagarpalika,3,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,7,7,23002,23002-3
Sindhupalchok,Barhabise Nagarpalika,4,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,7,7,23002,23002-4
Sindhupalchok,Barhabise Nagarpalika,3,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,6,6,23002,23002-3
Sindhupalchok,Barhabise Nagarpalika,6,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,6,6,23002,23002-6
Sindhupalchok,Barhabise Nagarpalika,2,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,6,6,23002,23002-2
Sindhupalchok,Barhabise Nagarpalika,2,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,6,6,23002,23002-2
Sindhupalchok,Barhabise Nagarpalika,9,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,6,6,23002,23002-9
Sindhupalchok,Barhabise Nagarpalika,2,JICA,,JICA,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Continuous,,,Ongoing,households,5,3,23002,23002-2
Sindhupalchok,Barhabise Nagarpalika,9,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,5,5,23002,23002-9
Sindhupalchok,Barhabise Nagarpalika,9,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,4,4,23002,23002-9
Sindhupalchok,Barhabise Nagarpalika,9,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,4,4,23002,23002-9
Sindhupalchok,Barhabise Nagarpalika,3,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,3,3,23002,23002-3
Sindhupalchok,Barhabise Nagarpalika,4,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,3,3,23002,23002-4
Sindhupalchok,Barhabise Nagarpalika,6,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,3,3,23002,23002-6
Sindhupalchok,Barhabise Nagarpalika,6,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,3,3,23002,23002-6
Sindhupalchok,Barhabise Nagarpalika,6,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,3,3,23002,23002-6
Sindhupalchok,Barhabise Nagarpalika,2,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,3,3,23002,23002-2
Sindhupalchok,Barhabise Nagarpalika,2,JICA,ERTECH,JICA,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,"Masons (7 days DUDBC, rural or urban)",,,Completed,individuals,3,3,23002,23002-2
Sindhupalchok,Barhabise Nagarpalika,2,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,3,3,23002,23002-2
Sindhupalchok,Barhabise Nagarpalika,2,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,3,3,23002,23002-2
Sindhupalchok,Barhabise Nagarpalika,2,JICA,ERTECH,JICA,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,"Masons (7 days DUDBC, rural or urban)",,,Completed,individuals,3,3,23002,23002-2
Sindhupalchok,Barhabise Nagarpalika,2,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,3,3,23002,23002-2
Sindhupalchok,Barhabise Nagarpalika,9,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,3,3,23002,23002-9
Sindhupalchok,Barhabise Nagarpalika,8,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,76,76,23002,23002-8
Sindhupalchok,Barhabise Nagarpalika,8,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,66,66,23002,23002-8
Sindhupalchok,Barhabise Nagarpalika,8,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,63,63,23002,23002-8
Sindhupalchok,Barhabise Nagarpalika,8,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,50,50,23002,23002-8
Sindhupalchok,Barhabise Nagarpalika,8,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,41,41,23002,23002-8
Sindhupalchok,Barhabise Nagarpalika,4,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,2,2,23002,23002-4
Sindhupalchok,Barhabise Nagarpalika,8,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,40,40,23002,23002-8
Sindhupalchok,Barhabise Nagarpalika,8,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,32,32,23002,23002-8
Sindhupalchok,Barhabise Nagarpalika,5,JICA,ERTECH,JICA,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,"Masons (7 days DUDBC, rural or urban)",2 lot mason training in same wards for different people,,Completed,individuals,2,2,23002,23002-5
Sindhupalchok,Barhabise Nagarpalika,2,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,2,2,23002,23002-2
Sindhupalchok,Barhabise Nagarpalika,2,JICA,ERTECH,JICA,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,"Masons (7 days DUDBC, rural or urban)",,,Completed,individuals,2,2,23002,23002-2
Sindhupalchok,Barhabise Nagarpalika,9,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,2,2,23002,23002-9
Sindhupalchok,Barhabise Nagarpalika,9,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,2,2,23002,23002-9
Sindhupalchok,Barhabise Nagarpalika,8,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,31,31,23002,23002-8
Sindhupalchok,Barhabise Nagarpalika,8,JICA,,JICA,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,1 session,,,Completed,individuals,30,30,23002,23002-8
Sindhupalchok,Barhabise Nagarpalika,8,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,7,7,23002,23002-8
Sindhupalchok,Barhabise Nagarpalika,8,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,7,7,23002,23002-8
Sindhupalchok,Barhabise Nagarpalika,8,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,5,5,23002,23002-8
Sindhupalchok,Barhabise Nagarpalika,8,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,5,5,23002,23002-8
Sindhupalchok,Barhabise Nagarpalika,8,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,5,5,23002,23002-8
Sindhupalchok,Barhabise Nagarpalika,8,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,4,4,23002,23002-8
Sindhupalchok,Barhabise Nagarpalika,8,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,3,3,23002,23002-8
Sindhupalchok,Barhabise Nagarpalika,8,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,2,2,23002,23002-8
Sindhupalchok,Barhabise Nagarpalika,8,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,2,2,23002,23002-8
Sindhupalchok,Barhabise Nagarpalika,4,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,1,1,23002,23002-4
Sindhupalchok,Barhabise Nagarpalika,4,JICA,,JICA,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,"Masons (7 days DUDBC, rural or urban)",,,Completed,individuals,1,1,23002,23002-4
Sindhupalchok,Barhabise Nagarpalika,4,JICA,,JICA,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,House,,,Planned,constructions,1,0,23002,23002-4
Sindhupalchok,Barhabise Nagarpalika,5,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,1,1,23002,23002-5
Sindhupalchok,Barhabise Nagarpalika,5,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,1,1,23002,23002-5
Sindhupalchok,Barhabise Nagarpalika,5,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,1,1,23002,23002-5
Sindhupalchok,Barhabise Nagarpalika,2,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,1,1,23002,23002-2
Sindhupalchok,Barhabise Nagarpalika,9,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,1,1,23002,23002-9
Sindhupalchok,Barhabise Nagarpalika,9,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Other trainings,Other trainings (specify in Activity Detail),Refreshing one day mason training for trained mason,,Completed,individuals,1,1,23002,23002-9
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,8,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-8
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,7,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,"Masons (7 days DUDBC, rural or urban)",3 lot mason traiing in same wards for dfferent people,,Completed,individuals,42,42,23004,23004-7
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,5,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,"Masons (7 days DUDBC, rural or urban)",3 lot mason traiing in same wards for dfferent people,,Completed,individuals,25,25,23004,23004-5
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,6,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,"Masons (7 days DUDBC, rural or urban)",3 lot mason traiing in same wards for dfferent people,,Completed,individuals,24,24,23004,23004-6
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,4,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,"Masons (7 days DUDBC, rural or urban)",3 lot mason traiing in same wards for dfferent people,,Completed,individuals,23,23,23004,23004-4
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,6,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,"Masons (7 days DUDBC, rural or urban)",3 lot mason traiing in same wards for dfferent people,,Completed,individuals,20,20,23004,23004-6
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,5,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,"Masons (7 days DUDBC, rural or urban)",3 lot mason traiing in same wards for dfferent people,,Completed,individuals,15,15,23004,23004-5
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,7,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,"Masons (7 days DUDBC, rural or urban)",3 lot mason traiing in same wards for dfferent people,,Completed,individuals,13,13,23004,23004-7
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,4,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,"Masons (7 days DUDBC, rural or urban)",3 lot mason traiing in same wards for dfferent people,,Completed,individuals,11,11,23004,23004-4
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,5,JICA,TCN,JICA,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,"Masons (7 days DUDBC, rural or urban)",3 lot mason traiing in same wards for dfferent people,,Completed,individuals,9,9,23004,23004-5
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,8,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-8
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,8,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-8
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,4,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-4
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,12,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-12
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,10,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-10
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,13,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-13
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,9,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-9
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,9,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-9
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,4,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-4
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,4,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-4
Sindhupalchok,Chautara SangachokGadhi Nagarpalika,4,JICA,,,Rural Housing and Community Infrastructure,Support - Reconstruction Committee Formation,Reconstruction Coordination Committee,,,Completed,committees,1,1,23004,23004-4
