District,Municipality,Ward,Partner Organization,Funding Organisation,Sector,Activity Type,Activity Status,Unit (Indicator),Planned#,Reached#,GaNaPa_Code,District_code,GaPaN_Ward_Code
Bhaktapur,Changunarayan Nagarpalika,4,NRCS,BRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Completed,households,200,150,26002,15,26002-4
Bhaktapur,Changunarayan Nagarpalika,7,NRCS,BRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Completed,households,200,242,26002,15,26002-7
Bhaktapur,Suryabinayak Nagarpalika,4,NRCS,BRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Completed,households,200,332,26004,15,26004-4
Bhaktapur,Changunarayan Nagarpalika,4,NRCS,BRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Completed,households,200,214,26002,15,26002-4
Bhaktapur,Changunarayan Nagarpalika,7,NRCS,BRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Completed,households,150,150,26002,15,26002-7
Bhaktapur,Changunarayan Nagarpalika,4,NRCS,BRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Completed,households,200,207,26002,15,26002-4
Bhaktapur,Changunarayan Nagarpalika,6,NRCS,BRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Completed,households,200,150,26002,15,26002-6
Bhaktapur,Changunarayan Nagarpalika,6,NRCS,BRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Completed,households,200,200,26002,15,26002-6
Bhaktapur,Suryabinayak Nagarpalika,7,NRCS,BRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Completed,households,200,373,26004,15,26004-7
Bhaktapur,Changunarayan Nagarpalika,6,NRCS,BRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Completed,households,200,200,26002,15,26002-6
Bhaktapur,Changunarayan Nagarpalika,2,NRCS,BRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Completed,households,200,326,26002,15,26002-2
Bhaktapur,Changunarayan Nagarpalika,3,NRCS,BRC,Education,Reconstruction - WASH facilities in schools,Completed,constructions,1,1,26002,15,26002-3
Bhaktapur,Changunarayan Nagarpalika,8,NRCS,BRC,Education,Reconstruction - WASH facilities in schools,Completed,constructions,1,1,26002,15,26002-8
Bhaktapur,Changunarayan Nagarpalika,4,NRCS,BRC,Education,Reconstruction - WASH facilities in schools,Planned,constructions,1,,26002,15,26002-4
Bhaktapur,Changunarayan Nagarpalika,7,NRCS,BRC,Education,Reconstruction - WASH facilities in schools,Completed,constructions,1,1,26002,15,26002-7
Bhaktapur,Suryabinayak Nagarpalika,4,NRCS,BRC,Education,Reconstruction - WASH facilities in schools,Completed,constructions,1,1,26004,15,26004-4
Bhaktapur,Changunarayan Nagarpalika,6,NRCS,BRC,Education,Reconstruction - WASH facilities in schools,Planned,constructions,1,,26002,15,26002-6
Bhaktapur,Changunarayan Nagarpalika,5,NRCS,BRC,Employment and Livelihood,Capacity building - Entrepreneurship trainings orientations,Completed,individuals,38,40,26002,15,26002-5
Bhaktapur,Changunarayan Nagarpalika,9,NRCS,BRC,Employment and Livelihood,Capacity building - Entrepreneurship trainings orientations,Completed,individuals,22,21,26002,15,26002-9
Bhaktapur,Suryabinayak Nagarpalika,8,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,58,90,26004,15,26004-8
Bhaktapur,Suryabinayak Nagarpalika,4,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,58,98,26004,15,26004-4
Bhaktapur,Changunarayan Nagarpalika,5,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,200,239,26002,15,26002-5
Bhaktapur,Changunarayan Nagarpalika,9,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,200,175,26002,15,26002-9
Bhaktapur,Changunarayan Nagarpalika,5,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,36,36,26002,15,26002-5
Bhaktapur,Changunarayan Nagarpalika,9,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,40,40,26002,15,26002-9
Bhaktapur,Changunarayan Nagarpalika,5,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,200,223,26002,15,26002-5
Bhaktapur,Changunarayan Nagarpalika,9,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,200,150,26002,15,26002-9
Bhaktapur,Changunarayan Nagarpalika,5,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,200,323,26002,15,26002-5
Bhaktapur,Changunarayan Nagarpalika,9,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,200,150,26002,15,26002-9
Bhaktapur,Changunarayan Nagarpalika,5,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,200,266,26002,15,26002-5
Bhaktapur,Changunarayan Nagarpalika,8,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,200,224,26002,15,26002-8
Bhaktapur,Changunarayan Nagarpalika,3,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,200,289,26002,15,26002-3
Bhaktapur,Suryabinayak Nagarpalika,8,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,150,150,26004,15,26004-8
Bhaktapur,Changunarayan Nagarpalika,8,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,200,200,26002,15,26002-8
Bhaktapur,Suryabinayak Nagarpalika,8,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,200,200,26004,15,26004-8
Bhaktapur,Suryabinayak Nagarpalika,8,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,100,96,26004,15,26004-8
Bhaktapur,Changunarayan Nagarpalika,4,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,200,364,26002,15,26002-4
Bhaktapur,Changunarayan Nagarpalika,7,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,200,268,26002,15,26002-7
Bhaktapur,Suryabinayak Nagarpalika,4,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,200,272,26004,15,26004-4
Bhaktapur,Changunarayan Nagarpalika,4,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,200,366,26002,15,26002-4
Bhaktapur,Changunarayan Nagarpalika,7,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,200,200,26002,15,26002-7
Bhaktapur,Suryabinayak Nagarpalika,4,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,8,8,26004,15,26004-4
Bhaktapur,Changunarayan Nagarpalika,4,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,200,367,26002,15,26002-4
Bhaktapur,Changunarayan Nagarpalika,6,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,200,500,26002,15,26002-6
Bhaktapur,Changunarayan Nagarpalika,6,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,200,502,26002,15,26002-6
Bhaktapur,Suryabinayak Nagarpalika,7,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,200,243,26004,15,26004-7
Bhaktapur,Changunarayan Nagarpalika,6,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,200,500,26002,15,26002-6
Bhaktapur,Changunarayan Nagarpalika,2,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,200,253,26002,15,26002-2
Bhaktapur,Changunarayan Nagarpalika,5,NRCS,BRC,Employment and Livelihood,Support - Temporary employment services in each district,Completed,individuals,130,198,26002,15,26002-5
Bhaktapur,Changunarayan Nagarpalika,9,NRCS,BRC,Employment and Livelihood,Support - Temporary employment services in each district,Completed,individuals,230,264,26002,15,26002-9
Bhaktapur,Suryabinayak Nagarpalika,4,NRCS,BRC,Employment and Livelihood,Support - Temporary employment services in each district,Completed,individuals,40,54,26004,15,26004-4
Bhaktapur,Changunarayan Nagarpalika,9,NRCS,BRC,Health,"Capacity building - MCM, Triage, Referral System, MISP, ASRH in emergencies, First Aid services",Completed,individuals,8000,6486,26002,15,26002-9
Bhaktapur,Changunarayan Nagarpalika,9,NRCS,BRC,Health,"Capacity building - MCM, Triage, Referral System, MISP, ASRH in emergencies, First Aid services",Completed,individuals,16,41,26002,15,26002-9
Bhaktapur,Changunarayan Nagarpalika,8,NRCS,BRC,Health,Reconstruction/rehabilitation - Permanent Structures,Ongoing,health facilities,1,1,26002,15,26002-8
Bhaktapur,Bhaktapur Nagarpalika,1,NRCS,BRC,Health,Reconstruction/rehabilitation - Permanent Structures,Ongoing,health facilities,1,1,26001,15,26001-1
Bhaktapur,Changunarayan Nagarpalika,4,NRCS,BRC,Health,Support - Distribution of basic first aid Kits,Completed,Kits,16,31,26002,15,26002-4
Bhaktapur,Changunarayan Nagarpalika,5,NRCS,BRC,Health,Support - Mental Health/Psychosocial Counseling,Completed,individuals,700,700,26002,15,26002-5
Bhaktapur,Suryabinayak Nagarpalika,1,NRCS,BRC,Health,Support - Mental Health/Psychosocial Counseling,Completed,individuals,16,17,26004,15,26004-1
Bhaktapur,Changunarayan Nagarpalika,8,NRCS,BRC,Health,Support - Mental Health/Psychosocial Counseling,Completed,individuals,30,34,26002,15,26002-8
Bhaktapur,Changunarayan Nagarpalika,7,NRCS,BRC,Health,Support - Mental Health/Psychosocial Counseling,Completed,individuals,600,504,26002,15,26002-7
Bhaktapur,Suryabinayak Nagarpalika,7,NRCS,BRC,Health,Support - Mental Health/Psychosocial Counseling,Completed,individuals,200,200,26004,15,26004-7
Bhaktapur,Bhaktapur Nagarpalika,1,NRCS,BRC,Health,Support - Provision of Non Medical Supplies,Completed,units,4200,4200,26001,15,26001-1
Bhaktapur,Suryabinayak Nagarpalika,8,NRCS,BRC,Rural Housing and Community Infrastructure,Capacity building - Short training for carpenter,Completed,individuals,20,20,26004,15,26004-8
Bhaktapur,Bhaktapur Nagarpalika,2,NRCS,BRC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,360,326,26001,15,26001-2
Bhaktapur,Changunarayan Nagarpalika,5,NRCS,BRC,"Water, Sanitation and Hygiene",Capacity building - WASH related trainings,Completed,individuals,165,63,26002,15,26002-5
Bhaktapur,Changunarayan Nagarpalika,8,NRCS,BRC,"Water, Sanitation and Hygiene",Capacity building - WASH related trainings,Completed,individuals,90,21,26002,15,26002-8
Bhaktapur,Suryabinayak Nagarpalika,4,NRCS,BRC,"Water, Sanitation and Hygiene",Capacity building - WASH related trainings,Completed,individuals,45,14,26004,15,26004-4
Bhaktapur,Changunarayan Nagarpalika,5,NRCS,BRC,"Water, Sanitation and Hygiene",Construction - WASH facilities in public places,Completed,facilities,1,1,26002,15,26002-5
Bhaktapur,Changunarayan Nagarpalika,5,NRCS,BRC,"Water, Sanitation and Hygiene",Construction - WASH facilities in public places,Completed,facilities,1,1,26002,15,26002-5
Bhaktapur,Changunarayan Nagarpalika,5,NRCS,BRC,"Water, Sanitation and Hygiene",Construction - WASH facilities in public places,Completed,facilities,1,1,26002,15,26002-5
Bhaktapur,Changunarayan Nagarpalika,5,NRCS,BRC,"Water, Sanitation and Hygiene",Construction - WASH facilities in public places,Completed,facilities,1,1,26002,15,26002-5
Bhaktapur,Changunarayan Nagarpalika,8,NRCS,BRC,"Water, Sanitation and Hygiene",Construction - WASH facilities in public places,Completed,facilities,1,1,26002,15,26002-8
Bhaktapur,Changunarayan Nagarpalika,3,NRCS,BRC,"Water, Sanitation and Hygiene",Construction - WASH facilities in public places,Completed,facilities,1,1,26002,15,26002-3
Bhaktapur,Changunarayan Nagarpalika,8,NRCS,BRC,"Water, Sanitation and Hygiene",Construction - WASH facilities in public places,Completed,facilities,1,1,26002,15,26002-8
Bhaktapur,Changunarayan Nagarpalika,8,NRCS,BRC,"Water, Sanitation and Hygiene",Construction - WASH facilities in public places,Completed,facilities,1,1,26002,15,26002-8
Bhaktapur,Changunarayan Nagarpalika,8,NRCS,BRC,"Water, Sanitation and Hygiene",Construction - WASH facilities in public places,Completed,facilities,1,1,26002,15,26002-8
Bhaktapur,Changunarayan Nagarpalika,4,NRCS,BRC,"Water, Sanitation and Hygiene",Construction - WASH facilities in public places,Completed,facilities,1,1,26002,15,26002-4
Bhaktapur,Changunarayan Nagarpalika,4,NRCS,BRC,"Water, Sanitation and Hygiene",Construction - WASH facilities in public places,Completed,facilities,1,1,26002,15,26002-4
Bhaktapur,Changunarayan Nagarpalika,4,NRCS,BRC,"Water, Sanitation and Hygiene",Construction - WASH facilities in public places,Completed,facilities,1,1,26002,15,26002-4
Bhaktapur,Changunarayan Nagarpalika,4,NRCS,BRC,"Water, Sanitation and Hygiene",Construction - WASH facilities in public places,Completed,facilities,1,1,26002,15,26002-4
Bhaktapur,Suryabinayak Nagarpalika,4,NRCS,BRC,"Water, Sanitation and Hygiene",Construction - WASH facilities in public places,Completed,facilities,1,1,26004,15,26004-4
Bhaktapur,Suryabinayak Nagarpalika,4,NRCS,BRC,"Water, Sanitation and Hygiene",Construction - WASH facilities in public places,Completed,facilities,1,1,26004,15,26004-4
Bhaktapur,Suryabinayak Nagarpalika,4,NRCS,BRC,"Water, Sanitation and Hygiene",Construction - WASH facilities in public places,Completed,facilities,1,1,26004,15,26004-4
Bhaktapur,Changunarayan Nagarpalika,4,NRCS,BRC,"Water, Sanitation and Hygiene",Construction - WASH facilities in public places,Completed,facilities,1,1,26002,15,26002-4
Bhaktapur,Changunarayan Nagarpalika,4,NRCS,BRC,"Water, Sanitation and Hygiene",Construction - WASH facilities in public places,Completed,facilities,1,1,26002,15,26002-4
Bhaktapur,Changunarayan Nagarpalika,6,NRCS,BRC,"Water, Sanitation and Hygiene",Construction - WASH facilities in public places,Completed,facilities,1,1,26002,15,26002-6
Bhaktapur,Changunarayan Nagarpalika,6,NRCS,BRC,"Water, Sanitation and Hygiene",Construction - WASH facilities in public places,Completed,facilities,1,1,26002,15,26002-6
Bhaktapur,Changunarayan Nagarpalika,9,NRCS,BRC,"Water, Sanitation and Hygiene",Promotion - Hygiene and Sanitation Promotion,Completed,households,500,624,26002,15,26002-9
Bhaktapur,Changunarayan Nagarpalika,9,NRCS,BRC,"Water, Sanitation and Hygiene",Promotion - Hygiene and Sanitation Promotion,Completed,households,200,526,26002,15,26002-9
Bhaktapur,Changunarayan Nagarpalika,8,NRCS,BRC,"Water, Sanitation and Hygiene",Promotion - Hygiene and Sanitation Promotion,Completed,households,1250,1200,26002,15,26002-8
Bhaktapur,Changunarayan Nagarpalika,3,NRCS,BRC,"Water, Sanitation and Hygiene",Promotion - Hygiene and Sanitation Promotion,Completed,households,1150,1100,26002,15,26002-3
Bhaktapur,Changunarayan Nagarpalika,4,NRCS,BRC,"Water, Sanitation and Hygiene",Promotion - Hygiene and Sanitation Promotion,Completed,households,650,826,26002,15,26002-4
Bhaktapur,Suryabinayak Nagarpalika,4,NRCS,BRC,"Water, Sanitation and Hygiene",Promotion - Hygiene and Sanitation Promotion,Completed,households,200,165,26004,15,26004-4
Bhaktapur,Changunarayan Nagarpalika,6,NRCS,BRC,"Water, Sanitation and Hygiene",Promotion - Hygiene and Sanitation Promotion,Completed,households,30,390,26002,15,26002-6
Bhaktapur,Suryabinayak Nagarpalika,7,NRCS,BRC,"Water, Sanitation and Hygiene",Promotion - Hygiene and Sanitation Promotion,Completed,households,400,563,26004,15,26004-7
Bhaktapur,Changunarayan Nagarpalika,5,NRCS,BRC,"Water, Sanitation and Hygiene",Reconstruction - Toilet,Completed,households,10,2,26002,15,26002-5
Bhaktapur,Changunarayan Nagarpalika,5,NRCS,BRC,"Water, Sanitation and Hygiene",Reconstruction - Toilet,Completed,households,10,2,26002,15,26002-5
Bhaktapur,Changunarayan Nagarpalika,9,NRCS,BRC,"Water, Sanitation and Hygiene",Reconstruction - Toilet,Completed,households,10,2,26002,15,26002-9
Bhaktapur,Changunarayan Nagarpalika,5,NRCS,BRC,"Water, Sanitation and Hygiene",Reconstruction - Toilet,Completed,households,10,2,26002,15,26002-5
Bhaktapur,Changunarayan Nagarpalika,8,NRCS,BRC,"Water, Sanitation and Hygiene",Reconstruction - Toilet,Completed,households,10,2,26002,15,26002-8
Bhaktapur,Suryabinayak Nagarpalika,4,NRCS,BRC,"Water, Sanitation and Hygiene",Reconstruction - Toilet,Completed,households,10,2,26004,15,26004-4
Bhaktapur,Changunarayan Nagarpalika,2,NRCS,BRC,"Water, Sanitation and Hygiene",Reconstruction - Toilet,Completed,households,10,2,26002,15,26002-2
Bhaktapur,Changunarayan Nagarpalika,5,NRCS,BRC,"Water, Sanitation and Hygiene",Support - Rainwater harvesting,Completed,households,6,6,26002,15,26002-5
